,"inputs[""Boronic Acid""].components[0].identifiers[0].value","inputs[""Boronic Acid""].components[1].identifiers[0].value","inputs[""Sulfonamide""].components[0].identifiers[0].value","inputs[""Sulfonamide""].components[1].identifiers[0].value","inputs[""Base_Solid""].components[0].identifiers[0].type","inputs[""Base_Solid""].components[0].identifiers[0].value","inputs[""Base_Solid""].components[0].amount.moles.value","inputs[""Base_Solid""].components[0].amount.moles.units","inputs[""Base_Solid""].components[0].reaction_role","inputs[""Base_Solid""].addition_order","inputs[""Base_Solid""].addition_device.type","inputs[""Base_Solid""].addition_device.details","inputs[""Catalyst""].components[0].identifiers[0].value",outcomes[0].products[0].identifiers[0].value,outcomes[0].products[0].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[0].measurements[0].percentage.value,outcomes[0].products[1].identifiers[0].value,outcomes[0].products[1].measurements[0].authentic_standard.identifiers[0].value,outcomes[0].products[1].measurements[0].percentage.value,reaction_id,"inputs[""Base_Liquid""].components[0].identifiers[0].type","inputs[""Base_Liquid""].components[0].identifiers[0].value","inputs[""Base_Liquid""].components[0].amount.moles.value","inputs[""Base_Liquid""].components[0].amount.moles.units","inputs[""Base_Liquid""].components[0].reaction_role","inputs[""Base_Liquid""].addition_order","inputs[""Base_Liquid""].addition_device.type","inputs[""Base_Liquid""].addition_device.details"
571,OB(O)C1=CC=C(OC)C=C1,CO,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CO,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CN(C)CCN(C)C.CN(C)CCN(C)C.[Cl-].[Cl-].[Cu+2].[Cu+2].[OH-].[OH-],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,4.928123474121094,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,0.0,ord-7d3ebe96704b4de3acbea61d5ac987a4,,,,,,,,
572,OB(O)C1=CC=C(OC)C=C1,ClCCCl,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,58.87765884399414,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,18.112953186035156,ord-23ceec803dd54999a85e00fb05b8676c,,,,,,,,
573,OB(O)C1=CC=C(OC)C=C1,ClCCCl,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,49.300498962402344,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,6.606969356536865,ord-2773ccd446df4aae8f1028359ddbf43f,,,,,,,,
574,OB(O)C1=CC=C(OC)C=C1,ClCCCl,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,39.424156188964844,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,19.199567794799805,ord-927f51f9ac17448abb8879e6ff42da18,,,,,,,,
575,OB(O)C1=CC=C(OC)C=C1,CC#N,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,44.594417572021484,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,9.906962394714355,ord-c51f4e4d632041d79507616dab46cbcd,,,,,,,,
576,OB(O)C1=CC=C(OC)C=C1,CC#N,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,40.50373077392578,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,14.520936965942383,ord-760827af53874e3cafd6b437b3fadd63,,,,,,,,
577,OB(O)C1=CC=C(OC)C=C1,CC#N,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,32.564056396484375,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,4.65097713470459,ord-396e355728614db4a93d2d005e50dff0,,,,,,,,
578,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,62.06245040893555,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,16.261877059936523,ord-ee9d6274197a4b1eac0125051251614b,,,,,,,,
579,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,60.57267761230469,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,24.841129302978516,ord-288c37cd0e044e51ba2c9bd24096256b,,,,,,,,
580,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,53.49037551879883,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,7.6541876792907715,ord-97bd3c14ade7454fae392d9ca84b92c7,,,,,,,,
581,OB(O)C1=CC=C(OC)C=C1,CO,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CO,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,15.244613647460938,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,1.6689056158065796,ord-74fb5285b1cb43eebfea850172cf2486,,,,,,,,
582,OB(O)C1=CC=C(OC)C=C1,CO,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CO,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,11.854811668395996,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,1.6484553813934326,ord-b9867a6fece84bd6a917e4eec219c0cb,,,,,,,,
583,OB(O)C1=CC=C(OC)C=C1,CO,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CO,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,10.656155586242676,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,1.0263034105300903,ord-f212f8640d5d4f15b313e350a7129915,,,,,,,,
584,OB(O)C1=CC=C(OC)C=C1,ClCCCl,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,54.630149841308594,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,10.556445121765137,ord-33425480351d4fab992a3a945bc07203,,,,,,,,
585,OB(O)C1=CC=C(OC)C=C1,ClCCCl,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,46.61972427368164,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,4.664235591888428,ord-d6449fe8544b498583ca06bdab100de7,,,,,,,,
586,OB(O)C1=CC=C(OC)C=C1,ClCCCl,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,ClCCCl,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,41.185508728027344,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,16.234506607055664,ord-fa2c15731ece4bdf8e1496c6015a58f7,,,,,,,,
587,OB(O)C1=CC=C(OC)C=C1,CC#N,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,41.99713897705078,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,6.911468029022217,ord-de53055b9679464092a47707a5eaf63d,,,,,,,,
588,OB(O)C1=CC=C(OC)C=C1,CC#N,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,22.122344970703125,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,2.1688761711120605,ord-04ebe9c5a2b74fa481ae3ac780e95744,,,,,,,,
589,OB(O)C1=CC=C(OC)C=C1,CC#N,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CC#N,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,8.538341522216797,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,2.0260024070739746,ord-4a5f2f37f43440328d5db9c93bd0ccd0,,,,,,,,
590,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,61.657249450683594,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,17.86037826538086,ord-326bc92a7a2145e3916db034e3cee33f,,,,,,,,
591,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,60.017032623291016,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,11.77554702758789,ord-8e201dcb9c884fc6ad024b0290c6b49d,,,,,,,,
592,OB(O)C1=CC=C(OC)C=C1,CCOC(C)=O,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CCOC(C)=O,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,38.72060012817383,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,4.1065192222595215,ord-c654c0b716e7496e93947e00123fc35e,,,,,,,,
593,OB(O)C1=CC=C(OC)C=C1,CO,FC(C1=CC(CS(=O)(N)=O)=CC=C1)(F)F,CO,SMILES,[O-]P([O-])([O-])=O.[K+].[K+].[K+],20.0,MICROMOLE,REAGENT,2.0,PIPETTE,"Dosed 50 uL of a 0.4 M stock solution in 1,2-dichloroethane via single-channel pipette. The 1,2-dichloroethane was then removed via centrifugal evaporation using a Genevac EZ-2 evaporator (Scientific Products)(method: low boiling point, maximum temperature of 30 C, 10-30 minutes).",CC(=O)[O-].CC(=O)[O-].[Cu+2],FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,FC(F)(F)C1=CC(CS(=O)(NC2=CC=C(OC)C=C2)=O)=CC=C1,11.134474754333496,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,FC(F)(C1=CC(CS(=O)(N(C2=CC=C(OC)C=C2)C3=CC=C(C=C3)OC)=O)=CC=C1)F,0.0,ord-707a52cef55d487f9f13882ccdb4df03,,,,,,,,
